172,J.P. Foschi (CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
173,Brad Cottam (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
174,Marquez Branson (ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
175,Joey Haynos (MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
176,Justin Snow (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
177,Keith Zinger (ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
178,Kevin Rader (TEN),0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
179,Zach Wood (NO),0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
180,Stephen Anderson (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
181,J.P. Holtz (FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
182,Troy Fumagalli (MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
183,Jordan Thomas (CAR),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
184,Darrell Daniels (FA),0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
185,Eric Saubert (HOU),0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
186,Anthony Firkser (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
187,Nick Vannett (LAC),0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
188,James Winchester (KC),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
189,Tyler Ott (BAL),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
190,Patrick Scales (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
191,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
192,Tyler Kroft (MIA),0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.1%
193,Julian Hill (MIA),2,4,14,7.0,10,0,0,0,0,0,1,9,-0.6,-0.1,0.0%
194,David Wells (TB),2,2,-10,-5.0,1,0,0,0,0,0,0,4,-1.0,-0.3,0.0%
